,time,collisions,collision_type,x_joystick,y_joystick
0,0,0,0,0.0,0.0
0,0,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.0,0.0
0,1,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.06353759765625,0.0029296875
0,2,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.057647705078125,0.0029296875
0,3,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.042022705078125,0.0029296875
0,4,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.036163330078125,0.0029296875
0,5,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.036163330078125,0.0029296875
0,6,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.034210205078125,0.0029296875
0,7,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.034210205078125,0.0029296875
0,8,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.034210205078125,0.0029296875
0,9,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.034210205078125,0.0029296875
0,10,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.034210205078125,0.0029296875
0,11,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.040069580078125,0.0029296875
0,12,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.045928955078125,0.0029296875
0,13,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.042022705078125,0.0029296875
0,14,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.040069580078125,0.0029296875
0,15,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.045928955078125,0.0029296875
0,16,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.059600830078125,0.0029296875
0,17,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.08892822265625,0.0029296875
0,18,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.112396240234375,0.0029296875
0,19,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.1436767578125,0.0029296875
0,20,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.1573486328125,0.0029296875
0,21,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.173004150390625,0.0029296875
0,22,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.186676025390625,0.0029296875
0,23,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.19451904296875,0.0029296875
0,24,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.231658935546875,0.0029296875
0,25,0,"{'top': False, 'bottom': False, 'right': False, 'left': False}",0.260986328125,0.0029296875
